"ADDRESS","TOWN_DESC","ZIP_CODE","ZIP_CODE_4","NO_BEDROOMS","BTH_DESC","SALE_PRICE","SETTLED_DATE","SQUARE_FEET","TOTAL_BLDG_SF_CI","LOT_SIZE","YEAR_BUILT","PROP_TYPE","STYLE_SF","GARAGE_SPACES_SF","PARKING_SPACES_SF","MARKET_TIME","LIST_PRICE","PRICE_PER_SQFT","HEATING_SF","SITE_CONDITION_CI","REMARKS","FIRM_RMK1","RSU_UNITS_CI","SALE_OFFICE","MAIN_SO","SALE_AGENT","LIST_AGENT","COUNTY","LIST_OFFICE","STREET_NAME","STREET_NUM","NO_HALF_BATHS","COOLING_CC","COL_COMMON_MF","COOLING_SF","HEA_COMMON_MF","HTE_MF","HEATING_CC","GARAGE_SPACES_CC","TOTAL_PARKING_CC","PARKING_SPACES_MF","PARKING_SPACES_CC","TOTAL_PARKING_SF","TOTAL_PARKING_MF","CONSTRUCTION_SF","CONSTRUCTION_MF","CONSTRUCTION_CC","STATUS","STATUS_DATE","CONTINGENCY_TYPE","TAXES","TAX_YEAR","REQD_OWN_ASSOCIATION_MH","REQD_OWN_ASSOCIATION_SF","REQD_OWN_ASSOCIATION_LD","ASSESSMENTS","ASSESSED_VALUE_BLDG_CI","ASSESSED_VALUE_LAND_CI","TOTAL_ASSESSED_VALUE_CI","PHOTO_DATE","INTERIOR_FEATURES_SF","IFE_COMMON_MF","INTERIOR_FEATURES_CC","CSO_ListDate","ACTIVE_STATUS_FLAG_DATE","LIST_DATE","OFF_MKT_DATE","OFFER_DATE","CTG_EXPIRY_DATE"
"14 Sanford Street U:9","Medway, MA","02053",,2,"1f 1h",320000.00,"11/30/2022",830,,,1890,"CC",,,,7,315000.00,385.54,,,"Bring your belongings and move right in - nothing at all to be done in this meticulously maintained Sanford Mill condo!   Enjoy the best of the best - open concept, hardwood floors, half bath, kitchen and living room. The white kitchen boasts granite, tile backsplash and breakfast bar. Dining and living area are gorgeous with brick and wood, and bright with their large windows and high ceilings.  The lower level has two bedrooms with exposed brick walls, huge floor to ceiling windows, a full bathroom and laundry area. Such character in this corner unit!  It's sited along the Charles River, where you can hear the soothing sound of the falls. Take a walk and enjoy the tranquil and beautiful views of the Sanford Dam and head over to the private picnic area where you will find tables, chairs & grills for outdoor dining along the Charles in the warmer months. There is also a bus stop to the Norfolk Commuter Rail station just a short walk away. Make this one a must see - it will go quickly!","",,"AN4875","AN6527","CN240344","BB301666","Norfolk","BB9805","Sanford Street",14,1,"Central Air",,,,,"Central Heat, Forced Air, Heat Pump, Electric",0,2,,2,0,0,,,"Brick","SLD",12/1/2022 10:13:00 AM,,4078.44,"2022",,,,240900,,,,10/18/2022 9:08:00 PM,,,,,,"10/18/2022","10/25/2022","10/25/2022",
"10 Bayberry Circle U:10","Millis, MA","02054",,2,"1f 1h",385000.00,"11/16/2022",1377,,,1970,"CC",,,,34,399000.00,279.59,,,"Amazing Total Renovation with Meticulous Attention to Every Detail T/O! Everything is New! The Kitchen features SS High End Appliances, Quartz Counters w/Breakfast Bar, Gorgeous Back Splash, Recessed, Pendulum, and Under-mount Lighting. Marbelite Luxury Flooring, Custom Cabinetry & Designer Fixtures. The LR features Wainscoting, Crown Molding, Bleached Oak Flooring, and Slider to Balcony with a  Private Wooded View. First Floor Half Bath offers Designer Fixtures, Vanity and Sconce Lighting. Two large Bedrooms on the Second Floor also offer HW Floors and a Full Bath with a State of the Art Touch Screen Mirror, Glass & Tiled Shower. The Walk-out LL Features a Large Playroom with Luxury Vinyl Flooring, Corner Hutch, Laundry Room & Utility Room. Central A/C, Gas Heat, Low Condo Fee, Inground Pool Playground. Close to Shopping, Fitness Center & Restaurants. ~4 miles to Commuter Rail. Superb School System with Language Immersion. Sophisticated Elegance! Must See!","Contact Joleen Rose with questions at 508 951 5909.",,"NB3534","NB3534","CN231226","BB900363","Norfolk","AC1635","Bayberry Circle",10,1,"Central Air",,,,,"Forced Air, Gas",0,2,,2,0,0,,,"Frame, Brick","SLD",11/16/2022 4:05:00 PM,"Financing",3808.10,"2022",,,,201700,,,,9/26/2022 9:21:00 PM,,,"Cable Available",,,"09/15/2022","10/18/2022","10/01/2022","10/18/2022"
"8 Helen Lane U:0165","Millis, MA","02054",,2,"2f 1h",855995.00,"11/29/2022",2290,,0.00,2022,"CC",,,,122,877995.00,373.80,,,"Move in November 2022 to your dream home at Regency at Glen Ellen, a 55+ Active Adult Luxury Community! The Kington Manor townhome features two-level living with a spacious kitchen open to the Great Room. The first-floor primary bedroom suite includes a private bath with large tiled shower, two walk-in closets and a linen closet. Spacious second-floor loft with expanded second bedroom and walk-in closet makes a great additional living space. Enjoy relaxing on your patio for those warm New England days. This home is filled with upgraded finishes throughout including hardwood, quartz countertops, and upgraded light fixtures. Community amenities will include a resort-style clubhouse with fitness area, outdoor heated pool, walking trails, tennis court, pickleball and bocce ball courts. Enjoy low maintenance living only 30 miles from Boston!","2% commission paid on builder's base price of the home at time of sale.",,"AN5720","AN5720","TM325538","BB982340","Norfolk","K95236","Helen Lane",8,1,"Central Air",,,,,"Central Heat, Gas",2,4,,2,0,0,,,"Frame, Conventional (2x4-2x6)","SLD",11/30/2022 11:37:00 AM,,18.88,"2022",,,,0,,,,2/22/2022 3:02:00 PM,,,"Security System",,,"02/22/2022","06/27/2022","06/27/2022",
"2 Dupee Street U:27","Norfolk, MA","02056",,3,"2f 1h",803628.00,"12/07/2022",1995,,,2022,"CC",,,,29,779900.00,402.82,,,"Welcome to THE VILLAGE AT NORFOLK! A beautifully designed community of high-quality single-family detached homes with many wonderful features and amenities. The Village at Norfolk offers 5 models to choose from- all with open and inviting floor plans, 2-3 bedrooms, 2.5 baths, 2-car garages, private fenced-in patio area. Included is an exclusive 10-yr Home Warranty backed by Liberty Mutual. On-site amenities including quick access to the commuter rail (Boston and Providence), fabulous communal greens and a wonderful outdoor gazebo make THE VILLAGE AT NORFOLK the perfect place to call home. Within walking distance to the town center, playgrounds, coffeehouse, library, parks, trails… THE VILLAGE AT NORFOLK combines the convenience and care-free living that a condo offers with the feel of a single family home! Visit today to learn more about this fabulous community! *** $10,000 BUILDER UPGRADE PACKAGE INCLUDED! ***","Appointment required and buyer's agent must accompany at first meeting to receive compensation. Commission is on BASE price of $759,900 only (lot premium is $20,000). This is an active construction site. For safety reasons, no children allowed on the site.",,"AN2314","AN2314","CN247006","TM326592","Norfolk","AN1502","Dupee Street",2,1,"Central Air",,,,,"Forced Air, Air Source Heat Pumps (ASHP)",2,2,,0,0,0,,,"Frame","SLD",12/7/2022 2:07:00 PM,"Pending P&S",0.00,"2022",,,,0,,,,8/30/2022 7:52:00 PM,,,"Cable Available",,,"08/30/2022","09/27/2022","08/31/2022","09/27/2022"
"128 Winterberry Way U:128","Norfolk, MA","02056",,2,"2f 1h",651500.00,"11/30/2022",2425,,,2007,"CC",,,,9,649000.00,268.66,,,"Enjoy spacious single-level living in this expansive townhome, located in the desirable Village at River's Edge! This well-maintained home boasts many upgrades and elements that are both tasteful and unique. The custom kitchen finishes include beautiful cabinetry and countertops, as well as high-end appliances. The first floor primary suite has a well-appointed bathroom with a jacuzzi tub and a tile shower. The second floor offers a generously-sized bedroom and a full bathroom, with plenty of ""walk-in"" storage as well as a bonus space in the open loft! A sizable two car garage, beautiful covered / screened in outdoor living space and significant natural light throughout add to the many characteristics that make this a truly special home. All of these amenities are nestled in a premier location within the region's most desirable active adult community, with many events and activities to participate in and enjoy!","",,"AN1502","AN1502","TM326592","BB923102","Norfolk","AN7556","Winterberry Way",128,1,"Central Air, Individual, Unit Control",,,,,"Central Heat, Forced Air, Individual, Unit Control, Propane",2,4,,2,0,0,,,"Frame, Conventional (2x4-2x6)","SLD",11/30/2022 3:09:00 PM,,10175.00,"2022",,,,559100,,,,10/22/2022 12:38:00 PM,,,"Central Vacuum",,,"10/22/2022","10/31/2022","10/31/2022",
"10 Weber Farm Road U:10","Wrentham, MA","02093",,2,"2f 1h",734279.00,"12/08/2022",2172,,,2021,"CC",,,,45,719900.00,338.07,,,"You have finally found the right home for you in our Duxbury plan....detached townhouse, first floor master suite, open floor plan....all in the picturesque setting of Weber Farm.  Master bedroom suite with a spacious master bath with walk-in shower and closet. Hardwoods through-out main level and stairs, carpet second floor loft and guest bedroom, well thought-out kitchen design, spacious family room with 12' ceiling height. Two car garages in all homes and a full lower level ready for storage or finish for additional living space, with or without a full bath.   Spring/Summer delivery.  Convenient location set back off Rte. 1A, 5 minute drive to Rte. 1 and Rte. 495.  Shopping, dining and entertainment nearby at Patriots Place and The Wrentham Outlets.","To Be Built. HOA fee is an estimate as the budget is not finalized. Photos are virtual renderings and do not depict actual home.",,"AN6849","NB9260","NB100037","NB100037","Norfolk","AN6849","Weber Farm Road",10,1,"Central Air",,,,,"Forced Air",2,4,,2,0,0,,,"Frame","SLD",12/13/2022 1:01:00 PM,,9999.00,"2021",,,,9999,,,,11/9/2021 11:44:00 AM,,,,,,"09/25/2021","10/22/2021","10/22/2021",
"47 Weber Farm Road U:47","Wrentham, MA","02093",,2,"2f 1h",748271.00,"12/08/2022",2207,,,2021,"CC",,,,39,724900.00,339.04,,,"You have finally found the right home for you in our Cheshire plan....detached townhouse, first floor master suite, open floor plan, island kitchen....all in the picturesque setting of Weber Farm.  Master bedroom suite with a spacious master bath with walk-in shower and closet.  Hardwoods through-out main level and stairs, carpet second floor loft and guest bedroom, well thought-out kitchen design, spacious family room with 12' ceiling height leading out to your deck.  Two car garages in all homes and a full lower level ready for storage or finish for additional living space, with or without a full bath. Convenient location set back off Rte. 1A, 5 minute drive to Rte. 1 and Rte. 495. Shopping, dining and entertainment nearby at Patriots Place and The Wrentham Outlets.","To Be Built. HOA fee is an estimate as the budget is not finalized.",,"AN6849","NB9260","NB100037","NB100037","Norfolk","AN6849","Weber Farm Road",47,1,"Central Air",,,,,"Forced Air",2,4,,2,0,0,,,"Frame","SLD",12/13/2022 12:58:00 PM,,9999.00,"2021",,,,9999,,,,11/9/2021 10:27:00 AM,,,,,,"10/01/2021","10/23/2021","10/23/2021",
"17 Messenger St U:4","Plainville, MA","02762",,3,"1f 1h",449000.00,"11/14/2022",1901,,,2008,"CC",,,,25,449000.00,236.19,,,"Welcome Home to this Bright & Sunny 3 bedroom END Unit Townhouse conveniently located near Rt 106 & 1 and Commuter Rail.  Large Eat-In Kitchen with SS appliances, Upgraded Cabinets, Granite Countertops with a slider that flows onto the private backyard patio- perfect for entertaining family & friends! Relaxing Living Room with hardwood floors and lots of natural light. 2nd floor has 2 generous size bedrooms with a Full bathroom. 3rd floor currently is being used as a bedroom with in-home office space. 1 Car garage with deeded parking for an additional 2 cars. Great location close to area restaurants, shopping, and major highways. Private showings start immediately  Come see what 17 Messenger has to offer!","Please email offers to 1 pdf to: jkulesza@remaxrec.net",,"A98034","A14050","CN226491","BB807181","Norfolk","BB0125","Messenger St",17,1,"Central Air",,,,,"Forced Air, Gas",1,3,,2,0,0,,,"Frame","SLD",11/14/2022 3:18:00 PM,,4509.00,"2022",,,,321400,,,,9/12/2022 8:05:00 PM,,,"Cable Available",,,"09/12/2022","10/07/2022","10/07/2022",
"21 Rockland St U:G","Canton, MA","02021",,2,"2f 1h",525000.00,"11/16/2022",1557,,,2008,"CC",,,,19,515000.00,337.19,,,"Centrally located with tranquil privacy. This desired Residences by Massapoag Brook sunny condo features open concept living, French doors to deck off fireplace living room and Dining area. Kitchen has stainless steel appliances with granite counters and pantry. Hardwood floors throughout. Master bedroom suite has full bath and walk in closet. Second bedroom has a private full bath. Laundry room has washer and dryer with storage. Entranceway has a powder room and plenty of closets. The complex has a secured lobby, elevator and garage parking. Close proximity to commuter rail, shopping and dining. A must see!  Arrange an appointment today. All best and finals due noon on Monday. Please allow 24 hours to review and response.","Seller reserves right to accept an offer at any time. Condo docs available upon request. No known assessments. A portion of each parking space in garage (spaces #28 and #29) may be used for storage. Pet policy is 2 max of same breed with size limitation or 1 dog/1 cat is allowed.",,"AC1667","AC1667","BB800200","BB815414","Norfolk","AN1502","Rockland St",21,1,"Central Air",,,,,"Forced Air, Gas",2,2,,0,0,0,,,"Frame, Brick","SLD",11/18/2022 3:47:00 PM,"Pending P&S",5246.00,"2022",,,,462200,,,,9/28/2022 11:12:00 PM,,,"Security System, Cable Available, French Doors",,,"09/28/2022","10/16/2022","10/03/2022","10/16/2022"
"35 Endicott Street U:35","Canton, MA","02021",,3,"2f 1h",705000.00,"11/21/2022",2355,,,2017,"CC",,,,20,699900.00,299.36,,,"Don't miss this 3 bed/2.5 bath home built in 2017. First floor features a fabulous open layout, gorgeous kitchen with large island, granite counters and stainless steel appliances, and a dining space with sliders out to a private deck and backyard. Second floor features 3 gracious bedrooms, including an incredible primary suite with vaulted ceilings, en-suite bath and walk in closet as well as second floor laundry. Finished basement with vinyl flooring and extra storage. Hardwood floors and recessed lighting throughout, 2 zone central air with energy efficient HVAC & tankless hot water heater. 1 car garage with plenty of storage and full driveway. No HOA fee! Unbeatable location on a tree-lined street street steps to Canton Center for dining and coffee shops, plus commuter rail station right into Back Bay and South Station and with easy access to 95. Close to University Station in Westwood and Legacy Place in Dedham for shopping. Must see! OPEN HOUSE SAT 10/1 @ 1-3 & SUN 10/2 @ 10-12","OFFERS ARE DUE BY 5:00 P.M. ON MON., 10/3 and allow 24 hour response time. Please send complete Offer Package in one PDF to info@rjmgroupeaston.com prior to 10/3/22 at 5pm. Agent related to seller.",,"AN5890","AN5890","BB802778","NB112003","Norfolk","NB2721","Endicott Street",35,1,"Central Air",,,,,"Central Heat, Forced Air, Gas",1,3,,2,0,0,,,"Frame","SLD",11/21/2022 8:39:00 PM,"Inspection",6231.00,"2022",,,,549000,,,,9/27/2022 9:08:00 PM,,,,,,"09/27/2022","10/17/2022","10/04/2022","10/17/2022"
"200 Revere St U:4203","Canton, MA","02021","2920",2,"2f 0h",669000.00,"12/05/2022",1311,,,2020,"CC",,,,59,649000.00,510.30,,,"Why wait for new construction when you can own this 2 year ""young"", NICKEL III style unit located at the sought after Copperworks Condominium complex. This second floor unit offers an open floorplan with a stunning kitchen, center island, and attractive hardwood flooring. The spacious living room features upgraded built-in shelving and a slider leading to a quaint Juliette balcony. A private den is ideal for home office or quiet sitting area. The primary bedroom suite offers an en-suite bathroom with double sink vanity, walk-in shower, and oversized closet. The building's roof top deck overlooks the scenic surroundings of the abutting water way and bridge.  Copperworks is Canton's newest complex and is conveniently located within close proximity to major routes, two commuter rail stations, shopping and restaurants.","Lock box on railing at front entrance.(Building #4). MAIN DOOR: insert key fob in small black box below digital screen; Light will turn green when unlocked. Same key fob opens/locks UNIT DOOR but must be turned like a key. Please be sure unit door is locked when leaving and return key to lockbox.",,"AN6199","AN6181","BB904178","BB802314","Norfolk","BB3458","Revere St",200,0,"Central Air",,,,,"Forced Air, Gas",0,1,,1,0,0,,,,"SLD",12/6/2022 10:34:00 AM,"Pending P&S",6538.00,"2022",,,,576000,,,,9/20/2022 3:50:00 PM,,,,,,"09/20/2022","11/18/2022","11/12/2022","11/27/2022"
"41 Will Dr U:20","Canton, MA","02021",,1,"1f 0h",235000.00,"11/29/2022",651,,,1971,"CC",,,,14,235000.00,360.98,,,"Welcome to Canton Village! Conveniently located near Canton Center, two commuter rail stations, highway access, and shops! This adorable unit has its own private side entrance, one parking space (#20), in-building laundry, small storage area and plenty of guest parking. Updates include new vinyl flooring throughout and freshly painted hallway, living room and bedroom (all completed in November of 2020). Showings begin at the first open house scheduled for Saturday & Sunday (9/24) & (925) from 11:00 AM to 12:30 PM.","No showings until first open house. Pets allowed with restrictions, please refer to attached condo documents for more details.",,"AN6374","AN6374","CN244355","CN228821","Norfolk","AN5663","Will Dr",41,0,"Wall AC",,,,,"Gas",0,1,,1,0,0,,,,"SLD",11/29/2022 2:49:00 PM,"Pending P&S",1741.09,"2022",,,,153400,,,,9/20/2022 9:58:00 AM,,,,,,"09/20/2022","10/04/2022","09/25/2022","10/09/2022"
