page_index,record_index,inst_raw,book_page_raw,ref_book_page_raw,recorded_at_raw,town_primary,address_primary,consideration_raw,descr_raw,parties_n
,,14531,23740-198,,03-03-2021 2:10:49p,WEST SPRINGFIELD,32 ANGELINE ST,"189,000.00",ANGELINE ST,2
,,14529,23740-194,,03-03-2021 2:07:40p,SPRINGFIELD,8-10 WOLCOTT ST,"199,900.00",WOLCOTT ST,2
,,14524,23740-163,,03-03-2021 2:04:47p,SPRINGFIELD,124 LONGHILL ST,"315,000.00",",ONGHILL ST",5
,,14520,23740-145,,03-03-2021 2:03:51p,MONSO,27 THAYER RD,"375,000.00",THAYER RD,2
,,14516,23740-119,,03-03-2021 2:02:24p,CHICOPEE,19-21 GROVE AVE,"320,000.00",GROVE AVE,1
,,14589,23740-429,,03-03-2021 3:47:06p,,,"400,000.00",EMERSON ST,4
,,14585,23740-411,,03-03-2021 3:41:29p,,,"175,000.00",SHERI LA,5
,,14759,23742-53,,03-04-2021 1:45:52p,SPRINGFIELD,29 DENWALL DR,"369,000.00",DENWALL DR,7
,,14748,23741-592,,03-04-2021 1:10:44p,TOLLAND,226 OWLS NEST RD,1.00,OLWS NEST RD,4
,,14743,23741-557,,03-04-2021 1:04:38p,SPRINGFIELD,51 FERNCLIFF AVE,"217,500.00",FERNCLIFF AVE,3
,,14739,23741-539,,03-04-2021 12:50:18p,HOLYOKE,MAPLE CREST CIR UNIT 10C,"119,900.00",UNIT 10C,1
,,14735,23741-531,,03-04-2021 12:45:39p,SPRINGFIELD,119 LITTLETON ST,1.00,LITTLETON ST,2
,,14710,23741-453,,03-04-2021 11:29:38a,SPRINGFIELD,10 BUNKER CIR,"369,000.00",BUNKER CIR,0
,,14828,23742-345,,03-04-2021 3:56:07p,SPRINGFIELD,185 AMBROSE ST,"260,000.00",AMBROSE ST,7
,,14815,23742-285,,03-04-2021 3:38:55p,WILBRAHAM,5 KENSINGTON DR,"625,000.00",KENSINGTON DR,4
,,14811,23742-266,,03-04-2021 3:31:48p,CHICOPEE,15 MUZZY,"325,000.00",MUZZY ST,2
,,14807,23742-237,,03-04-2021 3:19:40p,SPRINGFIELD,873 WORTHINGTON ST,"24,999.00",WORTHINGTON ST,2
,,15003,23743-362,,03-05-2021 11:45:47a,WILBRAHAM,57 BARTLETT AVE,"190,000.00",BARTLETT AVE,5
,,15000,23743-351,,03-05-2021 11:40:18a,PALMER,275 BRECKENRIDGE ST,"217,000.00",BRECKENRIDGE ST,3
,,14994,23743-324,,03-05-2021 11:37:05a,HOLYOKE,22 BEMIS RD,"337,000.00",BEMIS RD,3
,,14975,23743-248,,03-05-2021 11:28:22a,WEST SPRINGFIELD,BENNETT ST,"5,000.00",BENNETT ST,3
,,14972,23743-232,,03-05-2021 11:22:00a,LUDLOW,24 ARNOLD ST,"217,000.00",ARNOLD ST,4
,,14968,23743-226,,03-05-2021 11:21:40a,SPRINGFIELD,125 PILGRIM RD,"190,000.00",PILGRIM RD,0
,,15046,23744-2,,03-05-2021 12:31:22p,LUDLOW,261 WOODLAND CIR,"441,000.00",WOODLAND CIR,7
,,15042,23743-583,,03-05-2021 12:30:42p,WESTFIELD,15 RIVERSIDE DR,"255,000.00",RIVERSIDE DR,2
,,15037,23743-537,,03-05-2021 12:19:21p,HOLYOKE,1846 NORTHAMPTON ST,"224,250.00",NORTHAMPTON ST,5
,,15030,23743-526,,03-05-2021 12:16:06p,SPRINGFIELD,77 BRETTON RD,"224,250.00",BRETTON RD,4
,,15025,23743-503,,03-05-2021 12:11:47p,PALMER,22 GRIFFIN ST,"165,000.00",GRIFFIN ST,2
,,15083,23744-171,,03-05-2021 1:21:47p,CHICOPEE,92-94 MEADOW ST,1.00,,2
,,15077,23744-140,,03-05-2021 1:12:29p,SPRINGFIELD,171 ATWATER RD,"156,000.00",ATWATER RD,3
,,15074,23744-124,,03-05-2021 1:08:05p,LUDLOW,30 OAKRIDGE ST,"225,000.00",OAKRIDGE ST,2
,,15057,23744-46,,03-05-2021 12:56:46p,SOUTHWICK,17 FRED JACKSON RD,"285,000.00",FRED JACKSON RD,3
,,15050,23744-8,,03-05-2021 12:37:25p,SPRINGFIELD,104 ASHBROOK ST,"227,000.00",ASHBROOK ST,2
,,15047,23744-4,,03-05-2021 12:32:15p,CHICOPEE,162 CLARENDON AVE,"156,000.00",CLARENDON AVE,3
,,15074,23744-124,,03-05-2021 1:08:05p,AGAWAM,18 VILLA DR UNIT 1,1.00,UNIT 1,0
,,15098,23744-261,,03-05-2021 1:26:26p,AGAWAM,18 VILLA DR UNIT 1,"359,900.00",UNIT 1,5
,,15093,23744-227,,03-05-2021 1:23:19p,HOLYOKE,7 CLARK ST,"209,200.00",CLARK ST,2
,,15090,23744-219,01550-3713,03-05-2021 1:23:03p,BRIMFIELD,87 EAST BRIMFIELD-HOLLAND RD,1.00,EAST BRIMFIELD-HOLLAND RD,4
,,15086,23744-182,,03-05-2021 1:22:40p,WILBRAHAM,7 SHADY LA,"360,000.00",SHADY LA,3
,,15084,23744-176,,03-05-2021 1:21:47p,HOLYOKE,236-238 SOUTH ST,"359,900.00",SOUTH ST,5
,,15119,23744-350,,03-05-2021 1:48:35p,SPRINGFIELD,127 SAWMILL RD,"570,000.00",,3
,,15115,23744-323,,03-05-2021 1:37:01p,LUDLOW,25 PARKVIEW ST,"486,000.00",PARKVIEW ST,2
,,15109,23744-299,,03-05-2021 1:33:20p,SPRINGFIELD,57 MASSRECO ST,"385,000.00",MASSRECO ST,3
,,15106,23744-294,,03-05-2021 1:32:27p,WILBRAHAM,7 PARKWOOD DR,,PARKWOOD DR,3
,,15104,23744-290,,03-05-2021 1:30:57p,CHICOPEE,36-38 BELL ST,1.00,"CHICOPEE, BELL STS",2
,,15160,23744-578,,03-05-2021 2:14:03p,MONSON,21 STATE ST,,STATE ST,5
,,15151,23744-553,,03-05-2021 2:05:36p,SPRINGFIELD,413 WHITE ST,"137,300.00",WHITE ST,3
,,15148,23744-533,,03-05-2021 2:04:01p,AGAWAM,105 WALNUT ST,"290,000.00",WALNUT ST,2
,,15132,23744-442,,03-05-2021 1:58:33p,WEST SPRINGFIELD,31-33 AMES AVE,"125,000.00",AMES AVE,3
,,15126,23744-405,,03-05-2021 1:49:34p,HOLYOKE,425 PLEASANT ST,"159,000.00",PLEASANT ST,2
,,15124,23744-390,,03-05-2021 1:49:14p,LUDLOW,25 WOOD DR,"240,000.00",WOOD DR,2
,,15181,23745-59,,03-05-2021 2:28:34p,CHESTER,20 MAIN ST,"95,000.00",MAIN ST,2
,,15177,23745-38,,03-05-2021 2:28:30p,SPRINGFIELD,38 GRATTAN ST,"180,000.00",GRATTAN ST,3
,,15173,23745-21,,03-05-2021 2:28:22p,WESTFIELD,3 LATHROP AVE,"298,000.00",LATHROP AVE,2
,,15168,23745-2,,03-05-2021 2:27:03p,WESTFIELD,106 PARK RIVER DR,"281,000.00",PARK RIVER DR,3
,,15165,23744-586,,03-05-2021 2:23:30p,BAST LONGMEADOW,15 RIDGEWOOD RD,"565,000.00",RIDGEWOOD RD,4
,,15161,23744-580,,03-05-2021 2:15:04p,SPRINGFIELD,29-31 COLONIAL AVE,"255,000.00",COLONIAL AVE,3
,,15211,23745-208,,03-05-2021 2:49:06p,HOLLAND,8 FOREST CT,"116,000.00",FOREST CT,1
,,15207,23745-188,,03-05-2021 2:48:50p,CHICOPEE,200 LAMBERT TERR UNIT 2,"185,000.00",UNIT 2,4
,,15202,23745-180,,03-05-2021 2:43:03p,CHICOPEE,553 CHICOPEE ST,"112,000.00",CHICOPEE ST,3
,,15199,23745-164,,03-05-2021 2:42:04p,HAMPDE,280 CHAPIN RD,"112,000.00",CHAPIN RD,4
,,15194,23745-139,,03-05-2021 2:41:16p,WEST SPRINGFIELD,1510 MORGAN RD,"512,000.00",MORGAN RD,4
,,15190,23745-134,,03-05-2021 2:40:30p,BAST LONGMEADOW,40 FAIRVIEW ST,"215,000.00",FAIRVIEW ST,0
,,15254,23745-452,,03-05-2021 3:15:07p,AGAWAM,76 FORDHAM AVE,"306,000.00",FORDHAM AVE,6
,,15249,23745-414,,03-05-2021 3:10:40p,CHICOPEE,185 GROVE ST,"200,000.00",GROVE ST,2
,,15239,23745-370,,03-05-2021 3:01:59p,CHICOPEE,GROVE ST,"130,000.00",GROVE ST,5
,,15228,23745-296,,03-05-2021 2:54:54p,SPRINGFIELD,24 BEECHWOOD AVE,"250,000.00",BEECHWOOD AVE,2
,,15227,23745-293,,03-05-2021 2:54:54p,CHICOPEE,197 HAMPDEN ST,"206,000.00",HAMPDEN ST,3
,,15215,23745-225,,03-05-2021 2:50:09p,WESTFIELD,62 GRANVILLE RD,"318,000.00",GRANVILLE RD,0
,,15298,23746-52,,03-05-2021 3:47:44p,WESTFIELD,12 OTIS ST,"171,500.00",OTIS ST,5
,,15291,23745-595,,03-05-2021 3:38:09p,SPRINGFIELD,58 S TALLYHO DR,"275,000.00",SOUTH TALLYHO DR,3
,,15288,23745-589,,03-05-2021 3:38:03p,CHICOPEE,70 NARRAGANSETT BLVD,"250,000.00",NARRAGANSETT BLVD,2
,,15280,23745-555,,03-05-2021 3:29:11p,AGAWAM,22 SUNRISE TERR,"249,900.00",SUNRISE TERR,3
,,15276,23745-534,,03-05-2021 3:26:02p,LUDLOW,HARVEST DR,"139,900.00",HARVEST DR,3
,,15261,23745-486,,03-05-2021 3:22:39p,CHICOPEE,44 WHITE ST,"130,000.00",WHITE ST,0
,,15466,23747-573,,03-08-2021 10:40:36a,BAST LONGMEADOW,48 PINE GROVE CIR,1.00,PINE GROVE CIR,5
,,15463,23747-547,,03-08-2021 10:35:26a,SPRINGFIELD,37 QUEEN ST,,QUEEN ST,2
,,15455,23747-483,,03-08-2021 10:27:34a,CHICOPEE,388 CHICOPEE ST,1.00,CHICOPEE ST,2
,,15428,23747-185,,03-08-2021 9:54:10a,BRIMFIELD,49 MARSH HILL RD,10.00,MARSH HILL RD,4
,,15603,23749-164,,03-08-2021 1:01:45p,CHICOPEE,81 POPLAR ST,10.00,VISCOUNT RD,7
,,15600,23749-146,,03-08-2021 1:01:33p,WEST SPRINGFIELD,21 HEMLOCK HILL RD,"210,000.00",HEMLOCK HILL RD,3
,,15588,23749-98,,03-08-2021 12:38:54p,SPRINGFIELD,515 BAY ST,"180,000.00",BAY ST,3
,,15582,23749-90,,03-08-2021 12:30:30p,SPRINGFIELD,41 QUEENSBURY DR,"210,000.00",QUEENSBURY DR,3
,,15567,23749-36,,03-08-2021 12:10:49p,LONGMEADOW,102 LINCOLN PARK,"430,000.00",LINCOLN PARK,3
,,15655,23749-438,,03-08-2021 1:59:09p,HAMPDE,15 OLD COACH RD,"205,000.00",OLD COACH RD,6
,,15639,23749-392,,03-08-2021 1:55:22p,WALES,15 WALKER RD,"55,000.00",WALKER RD,3
,,15636,23749-386,,03-08-2021 1:49:33p,BAST LONGMEADOW,172 PROSPECT ST,1.00,PROSPECT ST,3
,,15624,23749-291,,03-08-2021 1:27:24p,SPRINGFIELD,125-127 SUFFOLK ST,"57,967.29",SUFFOLK ST,3
,,15613,23749-208,,03-08-2021 1:06:44p,SPRINGFIELD,83-85 HAMBURG ST,"165,000.00",HAMBURG ST,4
,,15608,23749-185,,03-08-2021 1:02:34p,,,"195,000.00",YORK ST,1
,,15707,23750-200,,03-08-2021 3:21:24p,WEST SPRINGFIELD,35 SEAN LOUIS CIR,1.00,SEA LOUIS CIR,6
,,15700,23750-134,,03-08-2021 2:55:45p,SPRINGFIELD,125-127 SUFFOLK ST,"93,000.00",SUFFOLK ST,2
,,15690,23750-88,,03-08-2021 2:49:29p,SPRINGFIELD,55 PARKERVIEW ST,"200,000.00",PARKERVIEW ST,2
,,15686,23750-46,,03-08-2021 2:39:10p,BLANDFORD,132 NORTH BLANDFORD RD,"200,000.00",NORTH BLANDFORD RD,3
,,15666,23749-502,,03-08-2021 2:08:30p,SPRINGFIELD,61 FOREST ST,"130,000.00",FOREST ST,1
,,15662,23749-479,,03-08-2021 2:07:51p,LONGMEADOW,48 GREEN MEADOW DR,"525,000.00",GREEN MEADOW DR,2
,,15729,23750-322,,03-08-2021 3:50:17p,BAST LONGMEADOW,51 ROLLINS DR,"401,500.00",,5
,,15722,23750-294,,03-08-2021 3:34:41p,AGAWAM,119 SHOEMAKER LA,1.00,SHOEMAKER LA,2
,,15717,23750-275,,03-08-2021 3:31:30p,SPRINGFIELD,735-737 ST JAMES AVE,"260,000.00",ST JAMES AVE,2
,,15715,23750-258,,03-08-2021 3:30:22p,CHICOPEE,26 LOUISE AVE,"250,000.00",LOUISE AVE,4
,,15714,23750-256,,03-08-2021 3:28:15p,HOLYOKE,1106 MAI ST,"220,000.00",MAIN ST,1
,,15711,23750-223,23596-469,03-08-2021 3:26:59p,WALES,19 MCBRIDE RD,"401,500.00",MCBRIDE RD,2
,,15739,23750-363,,03-08-2021 4:01:26p,AGAWAM,119 SHOBMAKER LA,"133,000.00",SHOEMAKER LA,5
,,15736,23750-359,,03-08-2021 3:55:01p,SPRINGFIELD,31-33 WORCESTER AVE,"255,000.00",WORCESTER AVE,2
,,15732,23750-351,,03-08-2021 3:50:56p,HAST LONGMEADOW,27 SHAW ST,1.00,SHAW ST,1
,,15822,23751-278,,03-09-2021 10:26:23a,BAST LONGMEADOW,4 REDIN LA,,REDIN LA,3
,,15818,23751-260,,03-09-2021 10:15:33a,LUDLOW,52 MICHAEL ST,"240,000.00",MICHAEL ST,5
,,15813,23751-224,,03-09-2021 9:56:47a,WESTFIELD,78 ORANGE ST,1.00,ORANGE ST,3
,,15804,23751-180,,03-09-2021 9:33:02a,CHICOPEE,16 MCGERTIE AVE,1.00,MCGERTIE AVE,5
,,15767,23750-568,,03-09-2021 8:51:47a,WEST SPRINGFIELD,90 PIERCE ST,1.00,PIERCE ST,3
,,15883,23751-546,,03-09-2021 12:19:55p,WEST SPRINGFIELD,19 WORTHEN ST,"201,500.00",WORTHEN ST,5
,,15877,23751-508,,03-09-2021 11:49:22a,MONSO,MOULTON HILL RD,"55,000.00",MOULTON HILL RD,3
,,15870,23751-483,,03-09-2021 11:42:33a,WESTFIELD,17 TOLEDO AVE,"250,000.00",UNIT 2,4
,,15862,23751-439,,03-09-2021 11:32:48a,LUDLOW,4 ALICE ST,"206,000.00",ALICE ST,2
,,15859,23751-433,,03-09-2021 11:25:01a,BAST LONGMEADOW,65 RIDGE RD,1.00,RIDGE RD,4
,,15832,23751-319,,03-09-2021 10:42:06a,BRIMFIELD,ST GEORGE RD,"29,000.00",ST GEORGE RD,0
,,15929,23752-183,,03-09-2021 1:54:59p,SPRINGFIELD,175 BLOOMFIELD ST,"200,000.00",BLOOMFIELD ST,6
,,15923,23752-175,,03-09-2021 1:50:51p,SPRINGFIELD,109 SECOND ST,"189,900.00",SECOND ST,4
,,15922,23752-173,,03-09-2021 1:48:04p,MONSO,11C KING ST,"15,000.00",KING ST,3
,,15918,23752-166,,03-09-2021 1:29:33p,WESTFIELD,9 DARWIN DR,"15,000.00",DARWI DR,3
,,15896,23752-63,,03-09-2021 12:52:47p,SPRINGFIELD,76 NORTHAMPTON AVE,"189,900.00",NORTHAMPTON AVE,3
,,15888,23751-575,,03-09-2021 12:37:47p,WEST SPRINGFIELD,44 WOODMONT ST,"200,000.00",WOODMONT ST,5
,,15948,23752-292,7641-172,03-09-2021 3:09:13p,WEST SPRINGFIELD,44 WOODMONT ST,10.00,,5
,,15945,23752-274,,03-09-2021 3:05:32p,LUDLOW,215 HOLYOKE ST,"220,000.00",HOLYOKE ST,5
,,15943,23752-268,,03-09-2021 2:36:17p,SPRINGFIELD,93-95 HALL ST,,HALL ST,3
,,15936,23752-238,,03-09-2021 2:07:30p,WEST SPRINGFIELD,44 WOODMONT ST,1.00,WOODMONT ST,5
,,15931,23752-187,,03-09-2021 2:03:55p,SPRINGFIELD,36 KENT RD,"213,400.00",KENT RD,3
,,15931,23752-187,,03-09-2021 2:03:55p,SPRINGFIELD,40 WARRINER AVE,"213,400.00",,0
,,15981,23752-451,,03-09-2021 3:55:56p,SPRINGFIELD,22-24 SOMERSET ST,"279,800.00",SOMERSET ST,4
,,15956,23752-325,,03-09-2021 3:16:17p,SPRINGFIELD,305 BRECKWOOD BLVD,"210,000.00",BRECKWOOD BLVD,3
,,16065,23753-245,,03-10-2021 9:52:13a,MONSO,224 HOVEY RD,"75,000.00",HOVEY RD,5
,,16049,23753-190,01081-9777,03-10-2021 9:28:00a,WEST SPRINGFIELD,26 BRAINTREE RD,,BRAINTREE RD,5
,,16048,23753-187,,03-10-2021 9:26:47a,LUDLOW,196 ROOD ST,"350,000.00",ROOD ST,3
,,16041,23753-176,,03-10-2021 9:17:36a,SPRINGFIELD,73 BESSEMER ST,100.00,BESSEMER ST,3
,,16030,23753-101,,03-10-2021 8:59:18a,WALES,7 MAIN ST,1.00,MAIN ST,3
,,16114,23753-453,,03-10-2021 10:53:54a,CHESTER,MAIN ST,,,5
,,16111,23753-435,,03-10-2021 10:51:10a,AGAWAM,48 WRENWOOD LA,"225,000.00",WRENWOOD LA,3
,,16108,23753-430,,03-10-2021 10:44:42a,LUDLOW,196 ROOD ST,1.00,ROOD ST,2
,,16099,23753-351,,03-10-2021 10:32:30a,WEST SPRINGFIELD,4 PINE ST,"414,277.00",PINE ST,1
,,16078,23753-278,,03-10-2021 10:11:31a,SPRINGFIELD,47-49 DICKINSON ST,"300,000.00",DICKINSON ST,1
,,16078,23753-278,,03-10-2021 10:11:31a,SPRINGFIELD,1585 CAREW ST,"225,000.00",CAREW ST,3
,,16154,23754-13,,03-10-2021 12:03:48p,SPRINGFIELD,97 SHEFFORD ST,1.00,SHEFFORD ST,3
,,16146,23753-591,,03-10-2021 12:02:51p,AGAWAM,29 YALE AVE,1.00,YALE AVE,3
,,16139,23753-564,,03-10-2021 11:40:00a,AGAWAM,19 ROSIE LA,"120,000.00",ROSIE LA,4
,,16130,23753-530,,03-10-2021 11:23:10a,LUDLOW,39 WEST ORCHARD ST,1.00,WEST ORCHARD ST,3
,,16116,23753-458,,03-10-2021 11:07:49a,WESTFIELD,35 MILL ST,"175,000.00",MILL ST,3
,,16115,23753-456,,03-10-2021 11:02:49a,CHICOPEE,105 STEBBINS ST,1.00,STEBBINS ST,2
,,16187,23754-114,,03-10-2021 12:40:35p,WESTFIELD,125 BERKSHIRE DR,"186,120.00",BERKSHIRE DR,4
,,16184,23754-109,,03-10-2021 12:38:23p,SPRINGFIELD,25 LAWNWOOD ST,"204,000.00",LAWNWOOD ST,3
,,16175,23754-82,,03-10-2021 12:33:09p,SPRINGFIELD,BALTIMORE AVE,1.00,BALTIMORE AVE,3
,,16169,23754-38,,03-10-2021 12:27:05p,AGAWAM,19F CASTLE HILL RD,1.00,UNIT 19F,3
,,16168,23754-35,,03-10-2021 12:27:05p,LUDLOW,21 MCLEAN PKY,"280,000.00",MCLEAN PKY,2
,,16161,23754-23,,03-10-2021 12:07:51p,SPRINGFIELD,1154 WORTHINGTON ST,"380,000.00",WORTHINGTON ST,3
,,16215,23754-254,,03-10-2021 1:44:05p,WESTFIELD,22 MOSELEY AVE,"266,000.00",MOSELEY AVE,4
,,16214,23754-252,,03-10-2021 1:39:03p,MONSO,297 MAIN ST,"65,000.00",MAIN ST,2
,,16213,23754-250,,03-10-2021 1:39:03p,CHICOPEE,13-15 GARRITY ST,"275,000.00",GARRITY ST,3
,,16204,23754-176,,03-10-2021 1:24:39p,SPRINGFIELD,64 MARBLE ST,100.00,MARBLE ST,2
,,16198,23754-167,,03-10-2021 1:05:44p,SPRINGFIELD,55 CALHOUN ST,100.00,CALHOUN ST,2
,,16189,23754-133,,03-10-2021 12:43:38p,SPRINGFIELD,183 NAVAJO RD,1.00,NAVAJO RD,5
,,16260,23754-493,,03-10-2021 3:11:26p,WEST SPRINGFIELD,879 PIPER RD,"210,000.00",PIPER RD,5
,,16256,23754-471,,03-10-2021 3:04:52p,LUDLOW,ANHOR ST,"2,500.00",ANHOR ST,2
,,16249,23754-449,,03-10-2021 2:49:57p,CHICOPEE,36 MARY ST,"215,000.00",MARY ST,4
,,16240,23754-407,,03-10-2021 2:28:35p,BRIMFIELD,20 PALMER RD,"150,000.00",PALMER RD,3
,,16238,23754-404,,03-10-2021 2:26:49p,MONSON,7 PINE ST,"150,000.00",PINE ST,3
,,16217,23754-257,,03-10-2021 1:44:38p,SPRINGFIELD,31-33 AMBER ST,"210,000.00",,0
,,16458,23755-532,,03-11-2021 11:31:05a,BRIMFIELD,APPLE RD,"55,000.00",APPLE RD,2
,,16457,23755-530,,03-11-2021 11:29:00a,LONGMEADOW,1423 LONGMEADOW ST,"320,000.00",LONGMEADOW ST,2
,,16448,23755-453,,03-11-2021 11:05:51a,WILBRAHAM,20 WESTWOOD DR,1.00,WESTWOOD DR,3
,,16445,23755-448,,03-11-2021 11:05:21a,SPRINGFIELD,184 SENATOR ST,"240,000.00",SENATOR ST,3
,,16423,23755-374,,03-11-2021 10:30:34a,,,"5,000.00",WISTERIA ST REAR,4
,,16377,23755-276,,03-11-2021 9:38:05a,WILBRAHAM,29 LONGVIEW DR,1.00,LONGVIEW DR,3
,,16491,23756-39,,03-11-2021 1:13:53p,CHESTER,BIRCH CIR,"15,100.00",BIRCH CIR,5
,,16486,23756-32,,03-11-2021 12:55:11p,CHESTER,ROUND HILL RD,"15,001.00",ROUND HILL RD,3
,,16477,23756-5,,03-11-2021 12:18:55p,CHESTER,352 E RIVER RD,"30,485.00",EAST RIVER RD,3
,,16476,23756-3,,03-11-2021 12:18:55p,WESTFIELD,1 RIDGECREST CIR,1.00,RIDGECREST CIR,3
,,16524,23756-149,,03-11-2021 1:54:13p,PALMER,23 BURLINGAME RD,"235,000.00",,4
,,16510,23756-101,,03-11-2021 1:28:02p,LONGMEADOW,55 TABOR CROSSING,"232,900.00",UNIT 217,4
,,16509,23756-98,,03-11-2021 1:26:40p,CHICOPEE,541 CHICOPEE ST,"196,000.00",CHICOPEE ST,2
,,16505,23756-80,,03-11-2021 1:22:54p,HOLYOKE,339 HAMPDEN ST,"79,755.00",HAMPDEN ST,4
,,16502,23756-55,,03-11-2021 1:19:19p,PALMER,10 COUNTRY LA,"24,000.00",COUNTRY LA,4
,,16502,23756-55,,03-11-2021 1:19:19p,LUDLOW,195 CADY ST,"235,000.00",CADY ST,1
,,16561,23756-290,,03-11-2021 2:57:30p,SPRINGFIELD,41 UPTON ST,"220,000.00",UPTON ST,4
,,16557,23756-279,,03-11-2021 2:50:45p,LONGMEADOW,94 WILKIN DR,"410,000.00",WILKIN DR,2
,,16556,23756-276,,03-11-2021 2:48:00p,CHICOPEE,32 HUDSON AVE,"279,000.00",HUDSON AVE,3
,,16546,23756-216,,03-11-2021 2:43:27p,CHICOPEE,67 SPRINGFIELD ST,"26,000.00",SPRINGFIELD ST,3
,,16537,23756-191,,03-11-2021 2:03:13p,TOLLAND,57 LAKEVIEW LA,1.00,AAKEVIE A,5
,,16529,23756-169,,03-11-2021 1:58:03p,SPRINGFIELD,156 FLORENCE ST,"100,000.00",FLORENCE ST,0
,,16595,23756-430,,03-11-2021 3:36:46p,SPRINGFIELD,138 PASCO RD,"235,000.00",PASCO RD,6
,,16589,23756-402,,03-11-2021 3:28:46p,AGAWAM,59 TRACY DR,"260,000.00",TRACY DR,2
,,16583,23756-380,,03-11-2021 3:24:56p,LONGMEADOW,290 WOLF SWAMP RD,"316,500.00",WOLF SWAMP RD,3
,,16579,23756-362,,03-11-2021 3:24:26p,LUDLOW,2 LELAND DR,"562,500.00",ELAND DR,4
,,16577,23756-345,,03-11-2021 3:21:32p,SPRINGFIELD,129-131 WILBRAHAM AVE,"270,000.00",WILBRAHAM AVE,2
,,16567,23756-315,,03-11-2021 3:12:43p,WEST SPRINGFIELD,129 LANCASTER AVE,"196,000.00",LANCASTER AVE,0
,,16693,23757-216,,03-12-2021 9:34:47a,SPRINGFIELD,231 DORSET ST,1.00,DORSET ST,3
,,16687,23757-176,,03-12-2021 9:27:50a,SPRINGFIELD,22 ALBEE ST,"182,000.00",ALBEE ST,3
,,16682,23757-168,,03-12-2021 9:22:33a,WEST SPRINGFIELD,22 HILL ST,1.00,HILL ST,3
,,16678,23757-134,,03-12-2021 9:21:00a,WESTFIELD,4 OLD QUARRY RD,1.00,OLD QUARRY RD,4
,,16674,23757-97,,03-12-2021 9:16:46a,AGAWAM,63 COREY COLONIAL,"182,000.00",UNIT 63,2
,,16672,23757-93,,03-12-2021 9:16:46a,WEST SPRINGFIELD,19 ELM AVE,1.00,SHE RECORD,0
,,16745,23757-483,,03-12-2021 10:48:06a,LUDLOW,109 CHAPIN ST,1.00,CHAPIN ST,6
,,16743,23757-462,,03-12-2021 10:41:42a,PALMER,19 HOLBROOK ST,"252,900.00",HOLBROOK ST,6
,,16741,23757-437,,03-12-2021 10:40:56a,GRANVILLE,426 MAIN RD,,MAIN RD,4
,,16739,23757-420,,03-12-2021 10:37:44a,HOLYOKE,105 EASTHAMPTON RD,1.00,EASTHAMPTON RD,7
,,16697,23757-253,,03-12-2021 9:38:00a,,150A S LONGYARD RD,1.00,S LONGYARD RD,5
,,16766,23757-539,,03-12-2021 11:01:44a,AGAWAM,51 EDGEWATER RD,,,19
,,16853,23758-238,,03-12-2021 11:49:57a,SPRINGFIELD,52 BEXHILL ST,1.00,BEXHILL ST,8
,,16842,23758-196,,03-12-2021 11:45:25a,WESTFIELD,31 SOUTHVIEW TERR,1.00,SOUTHVIEW TERR,2
,,16825,23758-143,,03-12-2021 11:32:39a,WESTFIELD,3 MYRTLE AVE,"245,000.00",MYRTLE AVE,2
,,16818,23758-122,,03-12-2021 11:30:07a,SPRINGFIELD,380 PLUMTREE RD,"257,000.00",PLUMTREE RD,3
,,16810,23758-75,,03-12-2021 11:27:12a,WESTFIELD,40 PARK ST,"321,000.00",PARK ST,3
,,16775,23758-4,,03-12-2021 11:09:49a,HOLYOKE,427-429 BEECH ST,"125,000.00",BEECH ST,0
,,16891,23758-431,,03-12-2021 12:38:45p,WESTFIELD,37 FOCH AVE,"215,000.00",FOCH AVE,4
,,16880,23758-362,,03-12-2021 12:24:59p,WESTFIELD,1928 EAST MOUNTAIN RD,"355,000.00",EAST MOUNTAIN RD,3
,,16873,23758-339,,03-12-2021 12:17:25p,SPRINGFIELD,69-71 RANNEY ST,"300,000.00",RANNEY ST,1
,,16867,23758-295,,03-12-2021 12:00:07p,CHICOPEE,1741 MEMORIAL DR,"220,000.00",MEMORIAL DR,3
,,16860,23758-267,,03-12-2021 11:57:34a,SPRINGFIELD,126 JAMESTOWN DR UNIT B,"125,000.00",UNIT B,3
,,16855,23758-242,,03-12-2021 11:50:31a,AGAWAM,420 MAIN ST UNIT 75,"137,000.00",UNIT 75,1
,,16964,23759-127,,03-12-2021 1:19:47p,PALMER,23 COUNTRY LA,1.00,COUNTRY LA,8
,,16960,23759-109,,03-12-2021 1:19:40p,AGAWAM,60 PLANTATION DR,"170,000.00",UNIT 60,3
,,16955,23759-71,,03-12-2021 1:18:43p,AGAWAM,76 STEWART LA,"279,900.00",STEWART LA,2
,,16947,23759-44,,03-12-2021 1:15:34p,HOLYOKE,36 MAPLE CREST CIR UNIT K,"127,900.00","UNIT K,36K",2
,,16938,23759-32,,03-12-2021 1:11:49p,WESTFIELD,8 SUSAN DR,"170,000.00",SUSAN DR,3
,,16934,23759-26,,03-12-2021 1:11:41p,SPRINGFIELD,716 SUMNER AVE,"150,000.00",SUMNER AVE,0
,,16998,23759-356,,03-12-2021 1:41:40p,WEST SPRINGFIELD,80 BRUSH HILL AVE UNIT 44,"97,000.00",UNIT 44,3
,,16988,23759-302,,03-12-2021 1:35:25p,SPRINGFIELD,38-40 BILTMORE ST,"315,000.00",BILTMORE ST,4
